Image1,Image2,Score
012_3_2.tif,027_7_7.tif,0.61
012_3_2.tif,027_7_8.tif,0.69
012_3_2.tif,027_8_1.tif,0.66
012_3_2.tif,027_8_2.tif,0.52
012_3_2.tif,027_8_3.tif,0.59
012_3_2.tif,027_8_4.tif,0.67
012_3_2.tif,027_8_5.tif,0.70
012_3_2.tif,027_8_6.tif,0.70
012_3_2.tif,027_8_7.tif,0.70
012_3_2.tif,027_8_8.tif,0.59
012_3_2.tif,045_3_1.tif,0.67
012_3_2.tif,045_3_2.tif,0.56
012_3_2.tif,045_3_3.tif,0.65
012_3_2.tif,045_3_4.tif,0.56
012_3_2.tif,045_3_5.tif,0.57
012_3_2.tif,045_3_6.tif,0.56
012_3_2.tif,045_3_7.tif,0.52
012_3_2.tif,045_3_8.tif,0.52
012_3_2.tif,045_4_1.tif,0.57
012_3_2.tif,045_4_2.tif,0.61
012_3_2.tif,045_4_3.tif,0.45
012_3_2.tif,045_4_4.tif,0.53
012_3_2.tif,045_4_5.tif,0.62
012_3_2.tif,045_4_6.tif,0.53
012_3_2.tif,045_4_7.tif,0.53
012_3_2.tif,045_4_8.tif,0.50
012_3_2.tif,045_5_1.tif,0.48
012_3_2.tif,045_5_2.tif,0.49
012_3_2.tif,045_5_3.tif,0.60
012_3_2.tif,045_5_4.tif,0.51
012_3_2.tif,045_5_5.tif,0.49
012_3_2.tif,045_5_6.tif,0.43
012_3_2.tif,045_5_7.tif,0.31
012_3_2.tif,045_5_8.tif,0.40
012_3_2.tif,045_6_1.tif,0.55
012_3_2.tif,045_6_2.tif,0.42
012_3_2.tif,045_6_3.tif,0.59
012_3_2.tif,045_6_4.tif,0.46
012_3_2.tif,045_6_5.tif,0.43
012_3_2.tif,045_6_6.tif,0.52
012_3_2.tif,045_6_7.tif,0.54
012_3_2.tif,045_6_8.tif,0.37
012_3_2.tif,045_7_1.tif,0.49
012_3_2.tif,045_7_2.tif,0.47
012_3_2.tif,045_7_3.tif,0.40
012_3_2.tif,045_7_4.tif,0.38
012_3_2.tif,045_7_5.tif,0.47
012_3_2.tif,045_7_6.tif,0.39
012_3_2.tif,045_7_7.tif,0.54
012_3_2.tif,045_7_8.tif,0.60
012_3_2.tif,045_8_1.tif,0.55
012_3_2.tif,045_8_2.tif,0.69
012_3_2.tif,045_8_3.tif,0.61
012_3_2.tif,045_8_4.tif,0.55
012_3_2.tif,045_8_5.tif,0.56
012_3_2.tif,045_8_6.tif,0.50
012_3_2.tif,045_8_7.tif,0.51
012_3_2.tif,045_8_8.tif,0.52
012_3_2.tif,047_3_1.tif,0.64
012_3_2.tif,047_3_2.tif,0.59
012_3_2.tif,047_3_3.tif,0.32
012_3_2.tif,047_3_4.tif,0.71
012_3_2.tif,047_3_5.tif,0.60
012_3_2.tif,047_3_6.tif,0.74
012_3_2.tif,047_3_7.tif,0.41
012_3_2.tif,047_3_8.tif,0.79
012_3_2.tif,047_4_1.tif,0.56
012_3_2.tif,047_4_2.tif,0.33
012_3_2.tif,047_4_3.tif,0.56
012_3_2.tif,047_4_4.tif,0.52
012_3_2.tif,047_4_5.tif,0.54
012_3_2.tif,047_4_6.tif,0.66
012_3_2.tif,047_4_7.tif,0.56
012_3_2.tif,047_4_8.tif,0.56
012_3_2.tif,047_5_1.tif,0.41
012_3_2.tif,047_5_2.tif,0.49
012_3_2.tif,047_5_3.tif,0.46
012_3_2.tif,047_5_4.tif,0.45
012_3_2.tif,047_5_5.tif,0.46
012_3_2.tif,047_5_6.tif,0.43
012_3_2.tif,047_5_7.tif,0.44
012_3_2.tif,047_5_8.tif,0.52
012_3_2.tif,047_6_1.tif,0.39
012_3_2.tif,047_6_2.tif,0.42
012_3_2.tif,047_6_3.tif,0.48
012_3_2.tif,047_6_4.tif,0.54
012_3_2.tif,047_6_5.tif,0.46
012_3_2.tif,047_6_6.tif,0.43
012_3_2.tif,047_6_7.tif,0.44
012_3_2.tif,047_6_8.tif,0.63
012_3_2.tif,047_7_1.tif,0.58
012_3_2.tif,047_7_2.tif,0.67
012_3_2.tif,047_7_3.tif,0.51
012_3_2.tif,047_7_4.tif,0.62
012_3_2.tif,047_7_5.tif,0.71
012_3_2.tif,047_7_6.tif,0.40
012_3_2.tif,047_7_7.tif,0.63
012_3_2.tif,047_7_8.tif,0.73
012_3_2.tif,047_8_1.tif,0.50
012_3_2.tif,047_8_2.tif,0.45
012_3_2.tif,047_8_3.tif,0.40
012_3_2.tif,047_8_4.tif,0.50
012_3_2.tif,047_8_5.tif,0.40
012_3_2.tif,047_8_6.tif,0.62
012_3_2.tif,047_8_7.tif,0.68
012_3_2.tif,047_8_8.tif,0.67
012_3_2.tif,057_3_1.tif,0.51
012_3_2.tif,057_3_2.tif,0.68
012_3_2.tif,057_3_3.tif,0.54
012_3_2.tif,057_3_4.tif,0.64
012_3_2.tif,057_3_5.tif,0.54
012_3_2.tif,057_3_6.tif,0.67
012_3_2.tif,057_3_7.tif,0.62
012_3_2.tif,057_3_8.tif,0.61
012_3_2.tif,057_4_1.tif,0.73
012_3_2.tif,057_4_2.tif,0.55
012_3_2.tif,057_4_3.tif,0.62
012_3_2.tif,057_4_4.tif,0.46
012_3_2.tif,057_4_5.tif,0.46
012_3_2.tif,057_4_6.tif,0.75
012_3_2.tif,057_4_7.tif,0.60
012_3_2.tif,057_4_8.tif,0.47
012_3_2.tif,057_5_1.tif,0.38
012_3_2.tif,057_5_2.tif,0.47
012_3_2.tif,057_5_3.tif,0.55
012_3_2.tif,057_5_4.tif,0.46
012_3_2.tif,057_5_5.tif,0.63
012_3_2.tif,057_5_6.tif,0.48
012_3_2.tif,057_5_7.tif,0.41
012_3_2.tif,057_5_8.tif,0.33
012_3_2.tif,076_3_1.tif,0.62
012_3_2.tif,076_3_2.tif,0.64
012_3_2.tif,076_3_3.tif,0.71
012_3_2.tif,076_3_4.tif,0.65
012_3_2.tif,076_3_5.tif,0.74
012_3_2.tif,076_3_6.tif,0.66
012_3_2.tif,076_3_7.tif,0.69
012_3_2.tif,076_3_8.tif,0.77
012_3_2.tif,076_4_1.tif,0.52
012_3_2.tif,076_4_2.tif,0.55
012_3_2.tif,076_4_3.tif,0.58
012_3_2.tif,076_4_4.tif,0.61
012_3_2.tif,076_4_5.tif,0.73
012_3_2.tif,076_4_6.tif,0.78
012_3_2.tif,076_4_7.tif,0.70
012_3_2.tif,076_4_8.tif,0.67
012_3_2.tif,076_5_1.tif,0.66
012_3_2.tif,076_5_2.tif,0.51
012_3_2.tif,076_5_3.tif,0.53
012_3_2.tif,076_5_4.tif,0.65
012_3_2.tif,076_5_5.tif,0.57
012_3_2.tif,076_5_6.tif,0.52
012_3_2.tif,076_5_7.tif,0.63
012_3_2.tif,076_5_8.tif,0.51
012_3_2.tif,076_6_1.tif,0.52
012_3_2.tif,076_6_2.tif,0.46
012_3_2.tif,076_6_3.tif,0.44
012_3_2.tif,076_6_4.tif,0.50
012_3_2.tif,076_6_5.tif,0.49
012_3_2.tif,076_6_6.tif,0.51
012_3_2.tif,076_6_7.tif,0.47
012_3_2.tif,076_6_8.tif,0.49
012_3_2.tif,076_7_1.tif,0.68
012_3_2.tif,076_7_2.tif,0.61
012_3_2.tif,076_7_3.tif,0.45
012_3_2.tif,076_7_4.tif,0.44
012_3_2.tif,076_7_5.tif,0.61
012_3_2.tif,076_7_6.tif,0.56
012_3_2.tif,076_7_7.tif,0.62
012_3_2.tif,076_7_8.tif,0.49
012_3_2.tif,076_8_1.tif,0.42
012_3_2.tif,076_8_2.tif,0.48
012_3_2.tif,076_8_3.tif,0.38
012_3_2.tif,076_8_4.tif,0.52
012_3_2.tif,076_8_5.tif,0.45
012_3_2.tif,076_8_6.tif,0.42
012_3_2.tif,076_8_7.tif,0.52
012_3_2.tif,076_8_8.tif,0.38
012_3_3.tif,012_3_4.tif,0.69
012_3_3.tif,012_3_5.tif,0.73
012_3_3.tif,012_3_6.tif,0.73
012_3_3.tif,012_3_7.tif,0.51
012_3_3.tif,012_3_8.tif,0.67
012_3_3.tif,012_4_1.tif,0.58
012_3_3.tif,012_4_2.tif,0.52
012_3_3.tif,012_4_3.tif,0.65
012_3_3.tif,012_4_4.tif,0.68
012_3_3.tif,012_4_5.tif,0.57
012_3_3.tif,012_4_6.tif,0.60
012_3_3.tif,012_4_7.tif,0.68
012_3_3.tif,012_4_8.tif,0.69
012_3_3.tif,012_5_1.tif,0.52
012_3_3.tif,012_5_2.tif,0.50
012_3_3.tif,012_5_3.tif,0.57
012_3_3.tif,012_5_4.tif,0.45
012_3_3.tif,012_5_5.tif,0.62
012_3_3.tif,012_5_6.tif,0.58
012_3_3.tif,012_5_7.tif,0.56
012_3_3.tif,012_5_8.tif,0.66
012_3_3.tif,012_6_1.tif,0.41
012_3_3.tif,012_6_2.tif,0.54
012_3_3.tif,012_6_3.tif,0.41
012_3_3.tif,012_6_4.tif,0.38
012_3_3.tif,012_6_5.tif,0.53
012_3_3.tif,012_6_6.tif,0.50
012_3_3.tif,012_6_7.tif,0.42
012_3_3.tif,012_6_8.tif,0.52
012_3_3.tif,012_7_1.tif,0.63
012_3_3.tif,012_7_2.tif,0.63
012_3_3.tif,012_7_3.tif,0.69
012_3_3.tif,012_7_4.tif,0.71
012_3_3.tif,012_7_5.tif,0.76
012_3_3.tif,012_7_6.tif,0.63
012_3_3.tif,012_7_7.tif,0.61
012_3_3.tif,012_7_8.tif,0.71
012_3_3.tif,012_8_1.tif,0.49
012_3_3.tif,012_8_2.tif,0.46
012_3_3.tif,012_8_3.tif,0.50
012_3_3.tif,012_8_4.tif,0.55
012_3_3.tif,012_8_5.tif,0.49
012_3_3.tif,012_8_6.tif,0.45
012_3_3.tif,012_8_7.tif,0.48
012_3_3.tif,012_8_8.tif,0.39
012_3_3.tif,013_3_1.tif,0.56
012_3_3.tif,013_3_2.tif,0.31
012_3_3.tif,013_3_3.tif,0.43
012_3_3.tif,013_3_4.tif,0.46
012_3_3.tif,013_3_5.tif,0.63
012_3_3.tif,013_3_6.tif,0.55
012_3_3.tif,013_3_7.tif,0.60
012_3_3.tif,013_3_8.tif,0.53
012_3_3.tif,013_4_1.tif,0.53
012_3_3.tif,013_4_2.tif,0.66
012_3_3.tif,013_4_3.tif,0.56
012_3_3.tif,013_4_4.tif,0.51
012_3_3.tif,013_4_5.tif,0.69
012_3_3.tif,013_4_6.tif,0.53
012_3_3.tif,013_4_7.tif,0.82
012_3_3.tif,013_4_8.tif,0.71
012_3_3.tif,013_5_1.tif,0.55
012_3_3.tif,013_5_2.tif,0.61
012_3_3.tif,013_5_3.tif,0.47
012_3_3.tif,013_5_4.tif,0.67
012_3_3.tif,013_5_5.tif,0.55
012_3_3.tif,013_5_6.tif,0.58
012_3_3.tif,013_5_7.tif,0.55
012_3_3.tif,013_5_8.tif,0.63
012_3_3.tif,013_6_1.tif,0.52
012_3_3.tif,013_6_2.tif,0.46
012_3_3.tif,013_6_3.tif,0.56
012_3_3.tif,013_6_4.tif,0.60
012_3_3.tif,013_6_5.tif,0.46
012_3_3.tif,013_6_6.tif,0.64
012_3_3.tif,013_6_7.tif,0.57
012_3_3.tif,013_6_8.tif,0.51
012_3_3.tif,013_7_1.tif,0.35
012_3_3.tif,013_7_2.tif,0.48
012_3_3.tif,013_7_3.tif,0.54
012_3_3.tif,013_7_4.tif,0.42
012_3_3.tif,013_7_5.tif,0.54
012_3_3.tif,013_7_6.tif,0.45
012_3_3.tif,013_7_7.tif,0.67
012_3_3.tif,013_7_8.tif,0.45
012_3_3.tif,013_8_1.tif,0.51
012_3_3.tif,013_8_2.tif,0.61
012_3_3.tif,013_8_3.tif,0.70
012_3_3.tif,013_8_4.tif,0.65
012_3_3.tif,013_8_5.tif,0.51
012_3_3.tif,013_8_6.tif,0.61
012_3_3.tif,013_8_7.tif,0.63
012_3_3.tif,013_8_8.tif,0.63
012_3_3.tif,017_3_1.tif,0.82
012_3_3.tif,017_3_2.tif,0.59
012_3_3.tif,017_3_3.tif,0.69
012_3_3.tif,017_3_4.tif,0.65
012_3_3.tif,017_3_5.tif,0.56
012_3_3.tif,017_3_6.tif,0.64
012_3_3.tif,017_3_7.tif,0.28
012_3_3.tif,017_3_8.tif,0.47
012_3_3.tif,017_4_1.tif,0.73
012_3_3.tif,017_4_2.tif,0.73
012_3_3.tif,017_4_3.tif,0.63
012_3_3.tif,017_4_4.tif,0.65
012_3_3.tif,017_4_5.tif,0.71
012_3_3.tif,017_4_6.tif,0.79
012_3_3.tif,017_4_7.tif,0.71
012_3_3.tif,017_4_8.tif,0.54
012_3_3.tif,017_5_1.tif,0.30
012_3_3.tif,017_5_2.tif,0.51
012_3_3.tif,017_5_3.tif,0.59
012_3_3.tif,017_5_4.tif,0.60
012_3_3.tif,017_5_5.tif,0.52
012_3_3.tif,017_5_6.tif,0.56
012_3_3.tif,017_5_7.tif,0.56
012_3_3.tif,017_5_8.tif,0.52
012_3_3.tif,017_6_1.tif,0.54
012_3_3.tif,017_6_2.tif,0.49
012_3_3.tif,017_6_3.tif,0.55
012_3_3.tif,017_6_4.tif,0.53
012_3_3.tif,017_6_5.tif,0.51
012_3_3.tif,017_6_6.tif,0.45
012_3_3.tif,017_6_7.tif,0.43
012_3_3.tif,017_6_8.tif,0.45
012_3_3.tif,017_7_1.tif,0.66
012_3_3.tif,017_7_2.tif,0.59
012_3_3.tif,017_7_3.tif,0.61
012_3_3.tif,017_7_4.tif,0.62
012_3_3.tif,017_7_5.tif,0.58
012_3_3.tif,017_7_6.tif,0.42
012_3_3.tif,017_7_7.tif,0.62
012_3_3.tif,017_7_8.tif,0.58
012_3_3.tif,017_8_1.tif,0.51
012_3_3.tif,017_8_2.tif,0.63
012_3_3.tif,017_8_3.tif,0.60
012_3_3.tif,017_8_4.tif,0.52
012_3_3.tif,017_8_5.tif,0.56
012_3_3.tif,017_8_6.tif,0.49
012_3_3.tif,017_8_7.tif,0.26
012_3_3.tif,017_8_8.tif,0.57
012_3_3.tif,022_3_1.tif,0.68
012_3_3.tif,022_3_2.tif,0.67
012_3_3.tif,022_3_3.tif,0.26
012_3_3.tif,022_3_4.tif,0.63
012_3_3.tif,022_3_5.tif,0.61
012_3_3.tif,022_3_6.tif,0.73
012_3_3.tif,022_3_7.tif,0.42
012_3_3.tif,022_3_8.tif,0.28
012_3_3.tif,022_4_1.tif,0.68
012_3_3.tif,022_4_2.tif,0.55
012_3_3.tif,022_4_3.tif,0.56
012_3_3.tif,022_4_4.tif,0.58
012_3_3.tif,022_4_5.tif,0.53
012_3_3.tif,022_4_6.tif,0.64
012_3_3.tif,022_4_7.tif,0.64
012_3_3.tif,022_4_8.tif,0.68
012_3_3.tif,022_5_1.tif,0.57
012_3_3.tif,022_5_2.tif,0.60
012_3_3.tif,022_5_3.tif,0.55
012_3_3.tif,022_5_4.tif,0.67
012_3_3.tif,022_5_5.tif,0.38
012_3_3.tif,022_5_6.tif,0.74
012_3_3.tif,022_5_7.tif,0.67
012_3_3.tif,022_5_8.tif,0.66
012_3_3.tif,022_6_1.tif,0.46
012_3_3.tif,022_6_2.tif,0.56
012_3_3.tif,022_6_3.tif,0.50
012_3_3.tif,022_6_4.tif,0.44
012_3_3.tif,022_6_5.tif,0.54
012_3_3.tif,022_6_6.tif,0.56
012_3_3.tif,022_6_7.tif,0.53
012_3_3.tif,022_6_8.tif,0.50
012_3_3.tif,022_7_1.tif,0.73
012_3_3.tif,022_7_2.tif,0.58
012_3_3.tif,022_7_3.tif,0.62
012_3_3.tif,022_7_4.tif,0.75
012_3_3.tif,022_7_5.tif,0.81
012_3_3.tif,022_7_6.tif,0.82
012_3_3.tif,022_7_7.tif,0.73
012_3_3.tif,022_7_8.tif,0.62
012_3_3.tif,022_8_1.tif,0.75
012_3_3.tif,022_8_2.tif,0.76
012_3_3.tif,022_8_3.tif,0.77
012_3_3.tif,022_8_4.tif,0.53
012_3_3.tif,022_8_5.tif,0.69
012_3_3.tif,022_8_6.tif,0.67
012_3_3.tif,022_8_7.tif,0.56
012_3_3.tif,022_8_8.tif,0.67
012_3_3.tif,027_3_1.tif,0.63
012_3_3.tif,027_3_2.tif,0.50
012_3_3.tif,027_3_3.tif,0.51
012_3_3.tif,027_3_4.tif,0.57
012_3_3.tif,027_3_5.tif,0.60
012_3_3.tif,027_3_6.tif,0.48
012_3_3.tif,027_3_7.tif,0.48
012_3_3.tif,027_3_8.tif,0.39
012_3_3.tif,027_4_1.tif,0.68
012_3_3.tif,027_4_2.tif,0.60
012_3_3.tif,027_4_3.tif,0.71
012_3_3.tif,027_4_4.tif,0.53
012_3_3.tif,027_4_5.tif,0.58
012_3_3.tif,027_4_6.tif,0.43
012_3_3.tif,027_4_7.tif,0.48
012_3_3.tif,027_4_8.tif,0.59
012_3_3.tif,027_5_1.tif,0.33
012_3_3.tif,027_5_2.tif,0.36
012_3_3.tif,027_5_3.tif,0.35
012_3_3.tif,027_5_4.tif,0.43
012_3_3.tif,027_5_5.tif,0.34
012_3_3.tif,027_5_6.tif,0.28
012_3_3.tif,027_5_7.tif,0.31
012_3_3.tif,027_5_8.tif,0.50
012_3_3.tif,027_6_1.tif,0.38
012_3_3.tif,027_6_2.tif,0.25
012_3_3.tif,027_6_3.tif,0.40
012_3_3.tif,027_6_4.tif,0.42
012_3_3.tif,027_6_5.tif,0.38
012_3_3.tif,027_6_6.tif,0.32
012_3_3.tif,027_6_7.tif,0.34
012_3_3.tif,027_6_8.tif,0.43
012_3_3.tif,027_7_1.tif,0.49
012_3_3.tif,027_7_2.tif,0.49
012_3_3.tif,027_7_3.tif,0.48
012_3_3.tif,027_7_4.tif,0.78
012_3_3.tif,027_7_5.tif,0.50
012_3_3.tif,027_7_6.tif,0.35
012_3_3.tif,027_7_7.tif,0.66
012_3_3.tif,027_7_8.tif,0.80
012_3_3.tif,027_8_1.tif,0.68
012_3_3.tif,027_8_2.tif,0.54
012_3_3.tif,027_8_3.tif,0.59
012_3_3.tif,027_8_4.tif,0.72
012_3_3.tif,027_8_5.tif,0.62
012_3_3.tif,027_8_6.tif,0.65
012_3_3.tif,027_8_7.tif,0.62
012_3_3.tif,027_8_8.tif,0.62
012_3_3.tif,045_3_1.tif,0.71
012_3_3.tif,045_3_2.tif,0.54
012_3_3.tif,045_3_3.tif,0.68
012_3_3.tif,045_3_4.tif,0.54
012_3_3.tif,045_3_5.tif,0.61
012_3_3.tif,045_3_6.tif,0.56
012_3_3.tif,045_3_7.tif,0.50
012_3_3.tif,045_3_8.tif,0.50
012_3_3.tif,045_4_1.tif,0.59
012_3_3.tif,045_4_2.tif,0.61
012_3_3.tif,045_4_3.tif,0.43
012_3_3.tif,045_4_4.tif,0.53
012_3_3.tif,045_4_5.tif,0.60
012_3_3.tif,045_4_6.tif,0.55
012_3_3.tif,045_4_7.tif,0.55
012_3_3.tif,045_4_8.tif,0.53
012_3_3.tif,045_5_1.tif,0.46
012_3_3.tif,045_5_2.tif,0.39
012_3_3.tif,045_5_3.tif,0.51
012_3_3.tif,045_5_4.tif,0.53
012_3_3.tif,045_5_5.tif,0.46
012_3_3.tif,045_5_6.tif,0.40
012_3_3.tif,045_5_7.tif,0.27
012_3_3.tif,045_5_8.tif,0.32
012_3_3.tif,045_6_1.tif,0.59
012_3_3.tif,045_6_2.tif,0.42
012_3_3.tif,045_6_3.tif,0.57
012_3_3.tif,045_6_4.tif,0.50
012_3_3.tif,045_6_5.tif,0.44
012_3_3.tif,045_6_6.tif,0.50
012_3_3.tif,045_6_7.tif,0.56
012_3_3.tif,045_6_8.tif,0.37
012_3_3.tif,045_7_1.tif,0.47
012_3_3.tif,045_7_2.tif,0.47
012_3_3.tif,045_7_3.tif,0.43
012_3_3.tif,045_7_4.tif,0.42
012_3_3.tif,045_7_5.tif,0.43
012_3_3.tif,045_7_6.tif,0.40
012_3_3.tif,045_7_7.tif,0.48
012_3_3.tif,045_7_8.tif,0.53
012_3_3.tif,045_8_1.tif,0.56
012_3_3.tif,045_8_2.tif,0.71
012_3_3.tif,045_8_3.tif,0.63
012_3_3.tif,045_8_4.tif,0.60
012_3_3.tif,045_8_5.tif,0.58
012_3_3.tif,045_8_6.tif,0.50
012_3_3.tif,045_8_7.tif,0.51
012_3_3.tif,045_8_8.tif,0.52
012_3_3.tif,047_3_1.tif,0.66
012_3_3.tif,047_3_2.tif,0.51
012_3_3.tif,047_3_3.tif,0.19
012_3_3.tif,047_3_4.tif,0.68
012_3_3.tif,047_3_5.tif,0.51
012_3_3.tif,047_3_6.tif,0.68
012_3_3.tif,047_3_7.tif,0.33
012_3_3.tif,047_3_8.tif,0.78
012_3_3.tif,047_4_1.tif,0.51
012_3_3.tif,047_4_2.tif,0.24
012_3_3.tif,047_4_3.tif,0.66
012_3_3.tif,047_4_4.tif,0.57
012_3_3.tif,047_4_5.tif,0.48
012_3_3.tif,047_4_6.tif,0.62
012_3_3.tif,047_4_7.tif,0.47
012_3_3.tif,047_4_8.tif,0.69
012_3_3.tif,047_5_1.tif,0.36
012_3_3.tif,047_5_2.tif,0.57
012_3_3.tif,047_5_3.tif,0.41
012_3_3.tif,047_5_4.tif,0.45
012_3_3.tif,047_5_5.tif,0.45
012_3_3.tif,047_5_6.tif,0.39
012_3_3.tif,047_5_7.tif,0.42
012_3_3.tif,047_5_8.tif,0.51
012_3_3.tif,047_6_1.tif,0.37
012_3_3.tif,047_6_2.tif,0.42
012_3_3.tif,047_6_3.tif,0.48
012_3_3.tif,047_6_4.tif,0.46
012_3_3.tif,047_6_5.tif,0.47
012_3_3.tif,047_6_6.tif,0.40
012_3_3.tif,047_6_7.tif,0.53
012_3_3.tif,047_6_8.tif,0.62
012_3_3.tif,047_7_1.tif,0.54
012_3_3.tif,047_7_2.tif,0.60
012_3_3.tif,047_7_3.tif,0.45
012_3_3.tif,047_7_4.tif,0.58
012_3_3.tif,047_7_5.tif,0.71
012_3_3.tif,047_7_6.tif,0.32
012_3_3.tif,047_7_7.tif,0.54
012_3_3.tif,047_7_8.tif,0.69
012_3_3.tif,047_8_1.tif,0.58
012_3_3.tif,047_8_2.tif,0.56
012_3_3.tif,047_8_3.tif,0.38
012_3_3.tif,047_8_4.tif,0.47
012_3_3.tif,047_8_5.tif,0.29
012_3_3.tif,047_8_6.tif,0.53
012_3_3.tif,047_8_7.tif,0.72
012_3_3.tif,047_8_8.tif,0.66
012_3_3.tif,057_3_1.tif,0.55
012_3_3.tif,057_3_2.tif,0.65
012_3_3.tif,057_3_3.tif,0.58
012_3_3.tif,057_3_4.tif,0.77
012_3_3.tif,057_3_5.tif,0.52
012_3_3.tif,057_3_6.tif,0.69
012_3_3.tif,057_3_7.tif,0.67
012_3_3.tif,057_3_8.tif,0.70
012_3_3.tif,057_4_1.tif,0.73
012_3_3.tif,057_4_2.tif,0.62
012_3_3.tif,057_4_3.tif,0.61
012_3_3.tif,057_4_4.tif,0.50
012_3_3.tif,057_4_5.tif,0.52
012_3_3.tif,057_4_6.tif,0.81
012_3_3.tif,057_4_7.tif,0.58
012_3_3.tif,057_4_8.tif,0.51
012_3_3.tif,057_5_1.tif,0.40
012_3_3.tif,057_5_2.tif,0.47
012_3_3.tif,057_5_3.tif,0.63
012_3_3.tif,057_5_4.tif,0.49
012_3_3.tif,057_5_5.tif,0.72
012_3_3.tif,057_5_6.tif,0.46
012_3_3.tif,057_5_7.tif,0.52
012_3_3.tif,057_5_8.tif,0.33
012_3_3.tif,076_3_1.tif,0.69
012_3_3.tif,076_3_2.tif,0.65
012_3_3.tif,076_3_3.tif,0.76
012_3_3.tif,076_3_4.tif,0.72
012_3_3.tif,076_3_5.tif,0.77
012_3_3.tif,076_3_6.tif,0.71
012_3_3.tif,076_3_7.tif,0.74
012_3_3.tif,076_3_8.tif,0.80
012_3_3.tif,076_4_1.tif,0.59
012_3_3.tif,076_4_2.tif,0.57
012_3_3.tif,076_4_3.tif,0.61
012_3_3.tif,076_4_4.tif,0.66
012_3_3.tif,076_4_5.tif,0.80
012_3_3.tif,076_4_6.tif,0.78
012_3_3.tif,076_4_7.tif,0.71
012_3_3.tif,076_4_8.tif,0.69
012_3_3.tif,076_5_1.tif,0.69
012_3_3.tif,076_5_2.tif,0.52
012_3_3.tif,076_5_3.tif,0.57
012_3_3.tif,076_5_4.tif,0.70
012_3_3.tif,076_5_5.tif,0.61
012_3_3.tif,076_5_6.tif,0.55
012_3_3.tif,076_5_7.tif,0.63
012_3_3.tif,076_5_8.tif,0.54
012_3_3.tif,076_6_1.tif,0.51
012_3_3.tif,076_6_2.tif,0.44
012_3_3.tif,076_6_3.tif,0.48
012_3_3.tif,076_6_4.tif,0.52
012_3_3.tif,076_6_5.tif,0.48
012_3_3.tif,076_6_6.tif,0.54
012_3_3.tif,076_6_7.tif,0.51
012_3_3.tif,076_6_8.tif,0.54
012_3_3.tif,076_7_1.tif,0.78
012_3_3.tif,076_7_2.tif,0.69
012_3_3.tif,076_7_3.tif,0.43
012_3_3.tif,076_7_4.tif,0.44
012_3_3.tif,076_7_5.tif,0.61
012_3_3.tif,076_7_6.tif,0.53
012_3_3.tif,076_7_7.tif,0.65
012_3_3.tif,076_7_8.tif,0.53
012_3_3.tif,076_8_1.tif,0.45
012_3_3.tif,076_8_2.tif,0.52
012_3_3.tif,076_8_3.tif,0.42
012_3_3.tif,076_8_4.tif,0.54
012_3_3.tif,076_8_5.tif,0.46
012_3_3.tif,076_8_6.tif,0.45
012_3_3.tif,076_8_7.tif,0.54
012_3_3.tif,076_8_8.tif,0.36
012_3_4.tif,012_3_5.tif,0.91
012_3_4.tif,012_3_6.tif,0.92
012_3_4.tif,012_3_7.tif,0.71
012_3_4.tif,012_3_8.tif,0.78
012_3_4.tif,012_4_1.tif,0.62
012_3_4.tif,012_4_2.tif,0.46
012_3_4.tif,012_4_3.tif,0.63
012_3_4.tif,012_4_4.tif,0.69
012_3_4.tif,012_4_5.tif,0.68
012_3_4.tif,012_4_6.tif,0.64
012_3_4.tif,012_4_7.tif,0.69
012_3_4.tif,012_4_8.tif,0.70
012_3_4.tif,012_5_1.tif,0.53
012_3_4.tif,012_5_2.tif,0.48
012_3_4.tif,012_5_3.tif,0.51
012_3_4.tif,012_5_4.tif,0.49
012_3_4.tif,012_5_5.tif,0.55
012_3_4.tif,012_5_6.tif,0.58
012_3_4.tif,012_5_7.tif,0.53
012_3_4.tif,012_5_8.tif,0.65
012_3_4.tif,012_6_1.tif,0.41
012_3_4.tif,012_6_2.tif,0.49
012_3_4.tif,012_6_3.tif,0.48
012_3_4.tif,012_6_4.tif,0.48
012_3_4.tif,012_6_5.tif,0.56
012_3_4.tif,012_6_6.tif,0.58
012_3_4.tif,012_6_7.tif,0.54
012_3_4.tif,012_6_8.tif,0.60
012_3_4.tif,012_7_1.tif,0.62
012_3_4.tif,012_7_2.tif,0.62
012_3_4.tif,012_7_3.tif,0.71
012_3_4.tif,012_7_4.tif,0.71
012_3_4.tif,012_7_5.tif,0.76
012_3_4.tif,012_7_6.tif,0.62
012_3_4.tif,012_7_7.tif,0.57
012_3_4.tif,012_7_8.tif,0.76
012_3_4.tif,012_8_1.tif,0.69
012_3_4.tif,012_8_2.tif,0.64
012_3_4.tif,012_8_3.tif,0.65
012_3_4.tif,012_8_4.tif,0.71
012_3_4.tif,012_8_5.tif,0.64
012_3_4.tif,012_8_6.tif,0.59
012_3_4.tif,012_8_7.tif,0.66
012_3_4.tif,012_8_8.tif,0.53
012_3_4.tif,013_3_1.tif,0.51
012_3_4.tif,013_3_2.tif,0.35
012_3_4.tif,013_3_3.tif,0.46
012_3_4.tif,013_3_4.tif,0.54
012_3_4.tif,013_3_5.tif,0.62
012_3_4.tif,013_3_6.tif,0.57
012_3_4.tif,013_3_7.tif,0.63
012_3_4.tif,013_3_8.tif,0.58
